Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
12-Sep-11,1002,1002.95,979,988.8,986.9876574,230989,8249,227983292,98280,42.55,23.95,-13.2
13-Sep-11,999,1023.2,991.15,994.8,1008.058351,167349,8409,168697557,14482,8.65,32.05,-4.2
14-Sep-11,1002,1028.4,994,1017.05,1013.000206,237973,11514,241066698,33758,14.19,34.4,15.05
15-Sep-11,1029.5,1044,1010.45,1040.05,1028.870398,216887,10079,223148614,25268,11.65,33.55,10.55
16-Sep-11,1045.2,1071,1021,1029.2,1053.189243,287022,10921,302288483,88819,30.95,50,-16
19-Sep-11,1023.5,1031.9,1012.7,1017.8,1022.216928,205621,7459,210189267,47126,22.92,19.2,-5.7
20-Sep-11,1024,1065,1016,1057.9,1046.850195,200354,8866,209740624,43766,21.84,49,33.9
21-Sep-11,1065,1067.2,1037.65,1043.05,1049.312376,177229,7365,185968583,29220,16.49,29.55,-21.95
22-Sep-11,1025,1034,988.15,995.15,1013.538042,317613,10743,321912858,135777,42.75,45.85,-29.85
23-Sep-11,990,1014.5,982.7,991.4,999.2002518,368566,14793,368271240,63939,17.35,31.8,1.4
26-Sep-11,1000,1008.8,970,998.5,988.0544043,359549,12324,355253973,110063,30.61,38.8,-1.5
27-Sep-11,1015,1042,1006,1038.25,1027.904998,212890,9571,218830695,57899,27.2,36,23.25
28-Sep-11,1047,1063,1037.5,1048.15,1048.786226,211125,9926,221424992,31208,14.78,25.5,1.15
29-Sep-11,1040,1067.85,1035,1060.3,1053.532912,267211,8766,281515583,81939,30.66,32.85,20.3
30-Sep-11,1054,1064.2,1032.3,1037.5,1048.180415,150010,6408,157237544,16878,11.25,31.9,-16.5
3-Oct-11,1024.95,1048,1015,1044,1035.01558,179336,7940,185615554,27859,15.53,33,19.05
4-Oct-11,1036,1056.4,1028.75,1045.95,1043.624621,283612,9388,295984466,65203,22.99,27.65,9.95
5-Oct-11,1052.25,1062,1041.15,1043.5,1052.371555,169197,6831,178058110,42552,25.15,20.85,-8.75
7-Oct-11,1070,1077.75,1039,1048.7,1058.511875,198902,8669,210540129,38230,19.22,38.75,-21.3
10-Oct-11,1048.3,1074.5,1047.1,1065.3,1062.984462,177753,8009,188948677,48538,27.31,27.4,17
11-Oct-11,1071.05,1078,1035.55,1041.2,1064.039256,375123,9066,399145598,230816,61.53,42.45,-29.85
12-Oct-11,1064,1088.8,1062.05,1079.35,1077.174622,325034,13237,350118376,78041,24.01,26.75,15.35
13-Oct-11,1095,1103.5,1079.2,1090.8,1092.382121,340345,12490,371786793,89187,26.2,24.3,-4.2
14-Oct-11,1088.6,1140,1088,1134.5,1118.851962,488421,18679,546470794,151384,30.99,52,45.9
17-Oct-11,1150,1154.9,1111.15,1119.8,1128.906319,309635,13843,349548908,56849,18.36,43.75,-30.2
18-Oct-11,1062,1064,1021.1,1033.5,1035.724282,877990,34078,909355562,211338,24.07,42.9,-28.5
19-Oct-11,1043.5,1053.8,1035.05,1048.7,1045.205648,237839,10474,248590666,52131,21.92,18.75,5.2
20-Oct-11,1036,1046,1030.85,1044.7,1041.927241,194229,6054,202372486,87953,45.28,15.15,8.7
21-Oct-11,1052,1059.9,1042,1048.25,1054.769475,461485,6914,486760291,340101,73.7,17.9,-3.75
24-Oct-11,1057,1091.65,1057,1079.35,1082.338158,195128,8977,211194480,84667,43.39,34.65,22.35
25-Oct-11,1086.1,1108.8,1071.05,1099.3,1088.776768,203609,8389,221684749,76317,37.48,37.75,13.2
26-Oct-11,1101,1110,1093.5,1095.55,1098.913394,42168,2513,46338980,15293,36.27,16.5,-5.45
28-Oct-11,1116.5,1137.45,1111.25,1119.65,1122.468479,260601,7854,292516408,101755,39.05,26.2,3.15
31-Oct-11,1118,1131.75,1111,1114.2,1119.819017,82444,4369,92322359,14343,17.4,20.75,-3.8
1-Nov-11,1100,1122,1096.75,1107.5,1109.559933,84378,4090,93622448,14843,17.59,25.25,7.5
2-Nov-11,1095.05,1121,1095.05,1106.3,1113.089583,97463,4436,108485050,16931,17.37,25.95,11.25
3-Nov-11,1100,1108.1,1086.15,1103.45,1096.422944,150526,5565,165040160,42768,28.41,21.95,3.45
4-Nov-11,1117.2,1123,1088.5,1099.1,1103.366125,116941,5225,129028738,19924,17.04,34.5,-18.1
8-Nov-11,1100.95,1114,1099,1103.5,1107.048613,73725,3516,81617159,14532,19.71,15,2.55
9-Nov-11,1111,1145,1106.6,1123,1125.200168,399925,13641,449995677,166189,41.56,38.4,12
11-Nov-11,1102,1139.9,1102,1130.8,1129.644841,169710,8784,191712026,31553,18.59,37.9,28.8
14-Nov-11,1136,1156,1121.25,1126.5,1142.708414,143968,7062,164513445,49331,34.27,34.75,-9.5
15-Nov-11,1127.8,1138.45,1120,1122.95,1129.508487,101033,5467,114117631,32387,32.06,18.45,-4.85
16-Nov-11,1122.2,1132.8,1105.4,1116.2,1117.421687,103373,5573,115511232,10501,10.16,27.4,-6
17-Nov-11,1114.7,1123,1107.95,1113,1115.60813,110876,4110,123694167,30708,27.7,15.05,-1.7
18-Nov-11,1109.95,1109.95,1077,1088.05,1093.398078,170459,5860,186379543,67292,39.48,32.95,-21.9
21-Nov-11,1085,1087,1056.9,1064.95,1069.014258,274086,5495,293001842,180118,65.72,30.1,-20.05
22-Nov-11,1068,1094,1057,1084.55,1081.577001,133563,6671,144458669,29930,22.41,37,16.55
23-Nov-11,1083,1083,1042,1062.4,1059.027257,183366,7566,194189592,71528,39.01,41,-20.6
24-Nov-11,1069.75,1093.85,1045,1089.25,1064.315871,124646,6710,132662716,18900,15.16,48.85,19.5
25-Nov-11,1088.4,1088.4,1058,1062.95,1069.584561,122232,5157,130737460,49872,40.8,30.4,-25.45
28-Nov-11,1074,1095,1073.9,1089.15,1087.380997,164080,4865,178417474,92417,56.32,21.1,15.15
29-Nov-11,1094.4,1105,1085,1090.7,1093.738703,130629,5945,142873993,34948,26.75,20,-3.7
30-Nov-11,1089,1119.9,1084.75,1113.1,1105.177223,143142,7988,158197278,21950,15.33,35.15,24.1
1-Dec-11,1135,1147.3,1126,1134.75,1134.362851,122447,6635,138899328,43981,36,21.3,-0.25
2-Dec-11,1130,1184.5,1130,1175.5,1160.992205,311873,11407,362082122,141769,45.46,54.5,45.5
5-Dec-11,1172,1182.7,1162.25,1179.55,1175.249254,146766,6372,172486632,57474,39.16,20.45,7.55
7-Dec-11,1177.2,1192.2,1172.4,1179.1,1183.364526,122669,5264,145162143,42846,34.93,19.8,1.9
8-Dec-11,1166.3,1188,1166.3,1177.3,1178.663871,126740,6923,149383859,25736,20.31,21.7,11
9-Dec-11,1170.95,1182.9,1161.25,1171.7,1173.55265,165953,6506,194754583,48902,29.47,21.65,0.75
12-Dec-11,1174.2,1189.2,1155.5,1179.9,1174.04071,216235,7527,253868693,86012,39.78,33.7,5.7
13-Dec-11,1169,1196.7,1166.7,1179.7,1186.185911,305533,9388,362418940,164629,53.88,30,10.7
14-Dec-11,1179,1187.85,1171,1179.8,1179.731046,110978,5994,130924192,21629,19.49,16.85,0.8
15-Dec-11,1170,1188,1155.2,1182.6,1175.379204,177812,8858,208996527,35732,20.1,32.8,12.6
16-Dec-11,1180.5,1182,1132,1143.5,1158.863858,193519,9033,224262175,40649,21.01,50,-37
19-Dec-11,1143.5,1156.15,1114.75,1142.55,1132.373199,128489,7068,145497500,24700,19.22,41.4,-0.95
20-Dec-11,1141,1150,1129,1133.1,1140.853848,120464,6017,137431818,21201,17.6,21,-7.9
21-Dec-11,1149,1165.4,1122.6,1159.9,1144.904308,168259,8864,192640454,31453,18.69,42.8,10.9
22-Dec-11,1148,1161.95,1133.1,1149,1146.464256,105403,5853,120840772,14374,13.64,28.85,1
23-Dec-11,1150,1161.3,1139.15,1156.3,1150.018031,108149,5118,124373300,20891,19.32,22.15,6.3
26-Dec-11,1152.3,1190,1152,1187.9,1180.765353,236180,7078,278873161,122817,52,38,35.6
27-Dec-11,1186,1190,1170.25,1176.75,1180.741855,65746,4104,77629054,12438,18.92,19.75,-9.25
28-Dec-11,1169.9,1184.1,1165.75,1169.15,1173.028096,71860,4024,84293799,11210,15.6,18.35,-0.75
29-Dec-11,1161.1,1178.45,1160,1165.35,1166.867369,102095,4659,119131324,38171,37.39,18.45,4.25
30-Dec-11,1175,1181,1157.25,1161.25,1172.249391,95176,5397,111570008,26376,27.71,23.75,-13.75
2-Jan-12,1155.15,1186,1152.6,1178.25,1173.073481,150883,8067,176996846,49782,32.99,33.4,23.1
3-Jan-12,1182.3,1209.8,1181,1196.7,1200.148366,254621,12476,305582977,106836,41.96,28.8,14.4
4-Jan-12,1202,1204,1171.15,1174.4,1186.711303,102890,5435,122100726,20647,20.07,32.85,-27.6
5-Jan-12,1172,1185,1167.2,1172.45,1175.87969,101596,5002,119464673,31196,30.71,17.8,0.45
6-Jan-12,1161.05,1187.95,1157.2,1170.95,1171.085477,103420,5324,121113660,15823,15.3,30.75,9.9
7-Jan-12,1171,1178.25,1170,1171.35,1172.9785,12186,524,14293916,2662,21.84,8.25,0.35
9-Jan-12,1173.8,1180,1165.1,1171.65,1173.535355,152187,3583,178596825,91473,60.11,14.9,-2.15
10-Jan-12,1175,1184.5,1160.1,1166.8,1169.520306,123881,5792,144881345,39294,31.72,24.4,-8.2
11-Jan-12,1172,1175.45,1133.15,1137.15,1150.726738,200774,9461,231036010,66439,33.09,42.3,-34.85
12-Jan-12,1114,1114,1070,1092.9,1087.953093,452152,20765,491920167,116764,25.82,44,-21.1
13-Jan-12,1098,1103.8,1074,1086.6,1085.435127,258658,11569,280756479,65830,25.45,29.8,-11.4
16-Jan-12,1086.5,1112.85,1080,1107.35,1104.174978,150773,8024,166479774,28898,19.17,32.85,20.85
17-Jan-12,1117,1124.4,1095,1104.3,1106.440039,288170,14389,318842826,50266,17.44,29.4,-12.7
18-Jan-12,1081,1095.95,1047,1075.35,1075.455753,706558,28575,759871866,155612,22.02,48.95,-5.65
19-Jan-12,1088,1089.6,1066,1075.95,1074.418345,205830,10140,221147528,31116,15.12,23.6,-12.05
20-Jan-12,1080.4,1090,1073,1078.9,1082.342136,115539,5986,125052728,23010,19.92,17,-1.5
23-Jan-12,1078.05,1091.7,1075.7,1078.45,1082.130861,102964,4708,111420522,28539,27.72,16,0.4
24-Jan-12,1082.4,1095,1077.55,1087.65,1087.531284,96007,5131,104410616,20816,21.68,17.45,5.25
25-Jan-12,1092,1109,1090.5,1096.75,1101.004286,175208,7631,192904759,53951,30.79,18.5,4.75
27-Jan-12,1100.3,1119.45,1100.3,1108.85,1111.487987,276489,5727,307314202,195284,70.63,19.15,8.55
30-Jan-12,1100.05,1118,1100.05,1109.55,1111.55877,84192,3755,93584356,32386,38.47,17.95,9.5
31-Jan-12,1114,1134,1114,1130.5,1127.276101,137761,7611,155294683,35345,25.66,20,16.5
1-Feb-12,1130,1134,1108.2,1128,1121.650054,94709,4856,106230355,28292,29.87,25.8,-2
2-Feb-12,1135,1151.5,1130.5,1146.3,1142.84306,169721,7424,193964467,66901,39.42,21,11.3
3-Feb-12,1151,1173.9,1141.65,1168.15,1159.563974,225124,7642,261045680,99543,44.22,32.25,17.15
6-Feb-12,1172,1197.7,1172,1191.95,1188.558747,181304,7230,215490455,81015,44.68,25.7,19.95
7-Feb-12,1202,1208.35,1195.6,1199.45,1201.435579,114023,6109,136991289,39151,34.34,12.75,-2.55
8-Feb-12,1213,1226,1213,1218.75,1221.05672,193052,6737,235727442,100768,52.2,13,5.75
9-Feb-12,1207.05,1231.9,1188.15,1227.05,1213.182657,115424,6063,140030395,35178,30.48,43.75,20
10-Feb-12,1224,1234.6,1215,1230.55,1227.6211,117886,4468,144719341,50146,42.54,19.6,6.55
13-Feb-12,1222,1235,1212.9,1224.55,1223.371938,83944,3537,102694734,26934,32.09,22.1,2.55
14-Feb-12,1225,1228.35,1215,1219.65,1221.260438,48549,2648,59290973,13691,28.2,13.35,-5.35
15-Feb-12,1229.9,1248,1220,1241,1238.956221,143173,5868,177385079,60094,41.97,28,11.1
16-Feb-12,1240,1241.1,1218.75,1225.95,1228.641543,61974,3170,76143831,11240,18.14,22.35,-14.05
17-Feb-12,1239.95,1252.95,1221.8,1228.7,1238.173209,133261,7086,165000200,39819,29.88,31.15,-11.25
21-Feb-12,1225,1237,1205,1233.9,1222.844131,112171,5359,137167649,36780,32.79,32,8.9
22-Feb-12,1234,1266,1228.75,1251.9,1253.401539,214283,9174,268582642,107132,50,37.25,17.9
23-Feb-12,1252.95,1274.75,1244.1,1259.25,1258.535023,117337,6011,147672724,43518,37.09,30.65,6.3
24-Feb-12,1265,1279.2,1258.85,1269.15,1270.58168,143273,5744,182040049,52704,36.79,20.35,4.15
27-Feb-12,1275,1278.55,1240,1250.2,1263.835262,97367,4897,123055848,24909,25.58,38.55,-24.8
28-Feb-12,1250,1258.5,1220.15,1227.7,1230.202471,118170,5979,145373026,39847,33.72,38.35,-22.3
29-Feb-12,1240,1241,1213.9,1221.05,1225.745688,117242,6561,143708876,24826,21.18,27.1,-18.95
1-Mar-12,1221.05,1226.15,1211,1221.25,1218.938373,53451,3153,65153475,9366,17.52,15.15,0.2
2-Mar-12,1226,1230,1207,1217.15,1216.211269,60004,3354,72977541,10491,17.48,23,-8.85
3-Mar-12,1215,1224,1200,1217.35,1217.906439,4799,333,5844733,1476,30.76,24,2.35
5-Mar-12,1221.35,1222,1201.7,1209.05,1210.041897,50171,2304,60709012,14792,29.48,20.3,-12.3
6-Mar-12,1205,1221,1190,1201.6,1203.520165,118574,3860,142706200,56768,47.88,31,-3.4
7-Mar-12,1197,1207,1187,1192.55,1195.445964,115859,3892,138503174,59018,50.94,20,-4.45
9-Mar-12,1219.9,1222,1200.05,1206.35,1209.426681,42765,2229,51721132,15564,36.39,21.95,-13.55
12-Mar-12,1226.9,1226.9,1185,1190.05,1194.758082,56358,3426,67334176,14524,25.77,41.9,-36.85
13-Mar-12,1185.5,1214.6,1185.5,1197.55,1202.605379,67708,3960,81426005,19610,28.96,29.1,12.05
14-Mar-12,1212.05,1212.05,1150.6,1154.9,1166.599313,284676,14201,332102826,145352,51.06,61.45,-57.15
15-Mar-12,1159.9,1171.6,1145,1163.2,1159.572434,185873,9736,215533207,42067,22.63,26.6,3.3
16-Mar-12,1167.5,1179,1157,1167.5,1170.410593,89227,5285,104432226,24242,27.17,22,0
19-Mar-12,1165,1169,1112,1122.4,1126.5052,236235,11509,266119956,97831,41.41,57,-42.6
20-Mar-12,1131.6,1144.3,1120,1135,1136.498081,147767,5948,167936912,68156,46.12,24.3,3.4
21-Mar-12,1132.05,1178.1,1132.05,1171.85,1166.194693,136790,7832,159523772,40431,29.56,46.05,39.8
22-Mar-12,1165,1189.8,1160.5,1168.2,1175.625122,141174,6281,165967701,50324,35.65,29.3,3.2
23-Mar-12,1172,1190.5,1165,1184.7,1182.8079,98350,5090,116329157,30423,30.93,25.5,12.7
26-Mar-12,1184.9,1184.9,1155.25,1163.8,1163.106949,59047,3288,68677976,18217,30.85,29.65,-21.1
27-Mar-12,1174.25,1176.85,1151.4,1172.5,1166.664385,56976,3486,66471870,15117,26.53,25.45,-1.75
28-Mar-12,1170,1173.9,1155.1,1163.15,1163.170269,44512,2748,51775035,16249,36.5,18.8,-6.85
29-Mar-12,1163.15,1163.15,1138,1143.25,1146.95389,64433,3758,73901680,17164,26.64,25.15,-19.9
30-Mar-12,1159.3,1174,1146,1167.85,1161.992625,65899,3885,76574152,25239,38.3,28,8.55
2-Apr-12,1172.5,1195,1170,1191.35,1186.197672,56361,3429,66855287,19407,34.43,25,18.85
3-Apr-12,1198.5,1207,1175.9,1178.95,1184.461318,102426,6803,121319635,21748,21.23,31.1,-19.55
4-Apr-12,1171,1189,1167.85,1178.35,1180.639183,55876,3296,65969395,9829,17.59,21.15,7.35
9-Apr-12,1175.4,1189.7,1156,1162.55,1174.768657,62509,3720,73433614,16168,25.87,33.7,-12.85
10-Apr-12,1166,1174.9,1151,1156.6,1158.790667,43930,2705,50905674,14425,32.84,23.9,-9.4
11-Apr-12,1150,1154.45,1138.25,1141.5,1145.302649,61834,3250,70818644,18098,29.27,16.2,-8.5
12-Apr-12,1147,1149,1129.8,1131.4,1136.663065,96446,5332,109626606,31082,32.23,19.2,-15.6
13-Apr-12,1093,1105,1065,1069.55,1079.645047,431587,21921,465960767,168869,39.13,40,-23.45
16-Apr-12,1079,1079,1055,1070.05,1066.454511,133275,7321,142131725,34582,25.95,24,-8.95
17-Apr-12,1075.05,1093,1074.85,1090.55,1084.760156,92360,4115,100188448,28260,30.6,18.15,15.5
18-Apr-12,1100,1113.8,1093.05,1096.8,1102.670294,95376,5179,105168282,26244,27.52,20.75,-3.2
19-Apr-12,1096.65,1104.95,1091.35,1102.2,1100.089329,68253,3204,75084397,19289,28.26,13.6,5.55
20-Apr-12,1099.7,1107.5,1078,1089.4,1094.296752,92808,4346,101559493,22269,23.99,29.5,-10.3
23-Apr-12,1082,1102.45,1046.55,1059.25,1074.211074,177800,7448,190994729,50764,28.55,55.9,-22.75
24-Apr-12,1120,1229.75,1120,1195.25,1174.825151,1794158,60741,2107821943,419769,23.4,109.75,75.25
25-Apr-12,1192,1192,1168.05,1172.3,1178.093426,399085,17094,470159415,77085,19.32,23.95,-19.7
26-Apr-12,1174,1199,1164.2,1192,1183.656938,259804,10894,307518807,34998,13.47,34.8,18
27-Apr-12,1193,1210,1190.95,1205.45,1202.084423,209302,11423,251598674,57641,27.54,19.05,12.45
28-Apr-12,1199,1208,1196.35,1202.95,1200.84418,9742,570,11698624,2156,22.13,11.65,3.95
30-Apr-12,1204,1250,1204,1244.9,1237.218982,286531,13895,354501592,141199,49.28,46,40.9
2-May-12,1245,1275.3,1244.9,1267.7,1266.717227,434939,14438,550944724,259044,59.56,30.4,22.7
3-May-12,1260,1284.6,1259.1,1280.35,1275.88869,316998,11698,404454163,161282,50.88,25.5,20.35
4-May-12,1269,1294.8,1263,1278.1,1278.143596,234596,11637,299847375,59944,25.55,31.8,9.1
7-May-12,1265.55,1279.8,1249.95,1273.9,1261.994612,203051,9210,256249268,76808,37.83,29.85,8.35
8-May-12,1225,1235.45,1197,1200.35,1215.520985,675041,22183,820526501,341266,50.55,38.45,-24.65
9-May-12,1202.9,1235.2,1195.45,1225.9,1224.531535,352938,14543,432183711,176992,50.15,39.75,23
10-May-12,1229.5,1242.05,1224.5,1233.55,1233.116896,198989,8190,245376698,75270,37.83,17.55,4.05
11-May-12,1221,1237.25,1221,1231.5,1229.683,153325,3782,188541146,89299,58.24,16.25,10.5
14-May-12,1230,1233.8,1220.75,1227.6,1225.986135,135951,3539,166674041,72107,53.04,13.05,-2.4
15-May-12,1215,1232.95,1215,1226.1,1226.644867,109711,3056,134576435,61320,55.89,17.95,11.1
16-May-12,1221.1,1241,1208.1,1223.05,1227.77713,152057,4327,186692107,76468,50.29,32.9,1.95
17-May-12,1223.7,1234.9,1199.05,1220.3,1216.924722,91846,4432,111769668,9087,9.89,35.85,-3.4
18-May-12,1199.8,1225,1195.25,1211.45,1216.489015,163950,4581,199443374,90040,54.92,29.75,11.65
21-May-12,1210,1224.8,1205.55,1208.9,1215.855294,79520,3738,96684813,22375,28.14,19.25,-1.1
22-May-12,1221,1235,1202,1223,1221.92326,166237,3522,203128857,97202,58.47,33,2
23-May-12,1230.55,1234,1213.75,1225.55,1224.748963,112067,3873,137253942,33897,30.25,20.25,-5
24-May-12,1224,1228.6,1207.15,1221.35,1219.264362,56207,2928,68531192,14235,25.33,21.45,-2.65
25-May-12,1221.05,1225,1209,1221.55,1219.023102,30604,1831,37306983,7850,25.65,16,0.5
28-May-12,1222,1226.9,1214.35,1223.75,1220.704428,47535,1894,58026185,15599,32.82,12.55,1.75
29-May-12,1226.4,1247.9,1218.3,1240.8,1238.302309,103189,4656,127779177,27777,26.92,29.6,14.4
30-May-12,1231.05,1256.5,1231.05,1240.45,1244.941153,76656,4080,95432209,16384,21.37,25.45,9.4
31-May-12,1230.9,1255,1226,1245.8,1240.046932,96820,3419,120061344,23761,24.54,29,14.9
1-Jun-12,1235,1243.2,1220,1224.75,1225.189509,95853,2916,117438090,50834,53.03,23.2,-10.25
4-Jun-12,1190,1216.85,1190,1213.25,1206.911586,73405,2698,88593345,38777,52.83,26.85,23.25
5-Jun-12,1213,1230.8,1212.95,1227.15,1226.203894,177386,2590,217511404,135426,76.35,17.85,14.15
6-Jun-12,1232.9,1261.9,1230.05,1253.25,1252.040513,87232,4955,109217998,26322,30.17,31.85,20.35
7-Jun-12,1245.05,1250,1232.15,1240.45,1238.136202,152296,2828,188563191,110028,72.25,17.85,-4.6
8-Jun-12,1232,1243,1224,1231.15,1229.049101,360831,3647,443479016,268445,74.4,19,-0.85
11-Jun-12,1232.5,1245.75,1228.15,1236.4,1234.395141,67462,3001,83274765,24183,35.85,17.6,3.9
12-Jun-12,1225,1250.9,1225,1248.4,1239.620403,71481,3166,88609306,19438,27.19,25.9,23.4
13-Jun-12,1245,1259.6,1243,1251.15,1251.711457,43536,2235,54494510,15672,36,16.6,6.15
14-Jun-12,1247,1261.45,1240.05,1251.15,1254.524427,49679,2725,62323519,7506,15.11,21.4,4.15
15-Jun-12,1246,1277.45,1246,1271.45,1264.881579,85922,3043,108681155,44225,51.47,31.45,25.45
18-Jun-12,1275.1,1287,1251,1257.25,1265.824652,52912,2378,66977314,15037,28.42,36,-17.85
19-Jun-12,1255,1278,1255,1273.8,1266.818357,96453,3280,122188431,41999,43.54,23,18.8
20-Jun-12,1271,1275,1244.1,1252.05,1258.932008,45535,2678,57325469,14920,32.77,30.9,-18.95
21-Jun-12,1250,1252.5,1210.1,1224.8,1222.965806,199890,7423,244458635,91521,45.79,42.4,-25.2
22-Jun-12,1220,1240,1215.15,1233.7,1232.471763,92097,4098,113506952,20944,22.74,24.85,13.7
25-Jun-12,1236.5,1239.15,1211.8,1215.65,1224.825027,87768,3994,107500443,29601,33.73,27.35,-20.85
26-Jun-12,1222,1235.65,1219,1232.65,1230.848996,50469,2730,62119718,11639,23.06,16.65,10.65
27-Jun-12,1233,1256.3,1233,1246.75,1248.330638,54779,3452,68382304,13876,25.33,23.3,13.75
28-Jun-12,1252,1263,1235.05,1258.8,1250.400528,266830,2817,333644373,225422,84.48,27.95,6.8
29-Jun-12,1267,1285,1262.3,1277.55,1279.119483,113213,4598,144812954,60479,53.42,22.7,10.55
2-Jul-12,1278,1280,1257.6,1260.2,1266.492376,69382,2590,87871774,35631,51.35,22.4,-17.8
3-Jul-12,1261,1269.45,1231.1,1242.2,1245.397731,86312,4729,107492769,16798,19.46,38.35,-18.8
4-Jul-12,1245,1249.9,1232.55,1247.5,1241.53535,75913,3362,94248673,10812,14.24,17.35,2.5
5-Jul-12,1245,1247,1235.35,1240.35,1241.334809,43822,2064,54397774,7512,17.14,11.65,-4.65
6-Jul-12,1245,1249.8,1227.05,1246.2,1235.555037,87605,3966,108240799,31073,35.47,22.75,1.2
9-Jul-12,1248,1264.3,1242,1258.1,1260.20164,64744,2677,81590495,22900,35.37,22.3,10.1
10-Jul-12,1265,1270,1249.5,1261.4,1260.684791,86549,3128,109111008,37377,43.19,20.5,-3.6
11-Jul-12,1261,1273.9,1254.35,1258.8,1263.210901,110175,4194,139174261,24826,22.53,19.55,-2.2
12-Jul-12,1232,1250,1218.55,1236.1,1234.932108,493049,19472,608882041,135292,27.44,31.45,4.1
13-Jul-12,1275,1285,1243.35,1249.65,1261.31806,432582,16687,545623489,72729,16.81,41.65,-25.35
16-Jul-12,1252.3,1258.65,1203.75,1210.2,1222.366896,220335,9446,269330210,82144,37.28,54.9,-42.1
17-Jul-12,1218.7,1218.7,1175.5,1186.6,1186.744045,435064,14758,516309611,190494,43.79,43.2,-32.1
18-Jul-12,1193,1204,1178.3,1195.75,1190.723467,120369,6561,143326193,24024,19.96,25.7,2.75
19-Jul-12,1202.1,1210,1195.25,1200.75,1202.748121,82742,4419,99517785,23017,27.82,14.75,-1.35
20-Jul-12,1204,1227.85,1201,1223.05,1219.935608,148482,7458,181138479,67708,45.6,26.85,19.05
23-Jul-12,1213.9,1227.5,1201.5,1213.8,1222.710163,304682,5312,372537778,234094,76.83,26,-0.1
24-Jul-12,1212,1218.95,1198,1209,1207.334172,102109,3305,123279685,44363,43.45,20.95,-3
25-Jul-12,1205.8,1215.4,1196.45,1212.7,1206.782664,95180,4345,114861574,45707,48.02,18.95,6.9
26-Jul-12,1210.55,1220,1194.35,1202.65,1210.981987,626327,3704,758470715,576817,92.1,25.65,-7.9
27-Jul-12,1210,1232,1203.5,1225.75,1213.886156,2225425,4744,2701412598,2146782,96.47,28.5,15.75
30-Jul-12,1230.55,1242.8,1214.6,1231.7,1228.210592,81157,4401,99677887,17742,21.86,28.2,1.15
31-Jul-12,1231.7,1249.3,1226,1240.65,1239.926551,58381,3384,72388152,12864,22.03,23.3,8.95
1-Aug-12,1240,1243.8,1224,1227.6,1231.378939,58669,3059,72243771,12909,22,19.8,-12.4
2-Aug-12,1229.95,1237,1225.95,1232.6,1231.716618,22662,1353,27913162,4031,17.79,11.05,2.65
3-Aug-12,1230.55,1240,1218.1,1237.9,1230.602088,34098,2187,41961070,8055,23.62,21.9,7.35
6-Aug-12,1243.5,1243.5,1225.95,1229.4,1232.37049,49089,2639,60495835,9821,20.01,17.55,-14.1
7-Aug-12,1238,1270,1230,1264.6,1249.307048,200138,5145,250033814,140427,70.17,40,26.6
8-Aug-12,1270,1270,1246.6,1250.5,1253.937531,61599,2475,77241298,15181,24.64,23.4,-19.5
9-Aug-12,1249,1268,1247,1258.55,1260.048336,41894,2488,52788465,15192,36.26,21,9.55
10-Aug-12,1257.5,1282.9,1257.5,1277.8,1272.526373,169072,4384,215148579,125863,74.44,25.4,20.3
13-Aug-12,1280,1280,1258.1,1266,1267.265832,51762,2440,65596214,19788,38.23,21.9,-14
14-Aug-12,1275,1275,1260.2,1268.65,1267.838228,44062,1688,55863488,16821,38.18,14.8,-6.35
16-Aug-12,1265.25,1271,1252.1,1262.8,1261.174161,35203,2215,44397114,10348,29.4,18.9,-2.45
17-Aug-12,1266,1284.35,1264.85,1277.45,1277.130294,72183,3200,92187096,25048,34.7,19.5,11.45
21-Aug-12,1277,1305,1277,1298.4,1296.320862,166081,5405,215294265,90918,54.74,28,21.4
22-Aug-12,1295.55,1310,1283,1292.05,1300.347087,77819,3583,101191710,22966,29.51,27,-3.5
23-Aug-12,1293,1325,1292.5,1321.15,1316.554414,154031,6244,202790193,77304,50.19,32.5,28.15
24-Aug-12,1320.25,1328.5,1313,1323,1321.727523,128499,4098,169840665,68321,53.17,15.5,2.75
27-Aug-12,1315,1329.95,1314,1319.15,1319.726939,47883,2277,63192485,15274,31.9,15.95,4.15
28-Aug-12,1324.75,1351.95,1320.05,1348.7,1341.286595,143914,6090,193029919,52288,36.33,31.9,23.95
29-Aug-12,1350,1357.55,1335.65,1342.55,1346.770817,115113,4691,155030829,55309,48.05,21.9,-7.45
30-Aug-12,1335.05,1378.5,1323.45,1365.05,1343.391039,181629,4419,243998771,22488,12.38,55.05,30
31-Aug-12,1355.05,1358.85,1336.35,1347.3,1347.300068,74623,3640,100539573,17043,22.84,22.5,-7.75
3-Sep-12,1347.3,1355,1333,1338.5,1343.860883,46709,2928,62770398,11237,24.06,22,-8.8
4-Sep-12,1334.5,1347,1323.25,1342.2,1337.171687,64909,3139,86794477,19252,29.66,23.75,7.7
5-Sep-12,1337,1368,1330.3,1361.15,1350.954648,128284,4784,173305866,30197,23.54,37.7,24.15
6-Sep-12,1361.15,1380,1355,1376.25,1371.71399,112171,5133,153866530,30296,27.01,25,15.1
