Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
8-Mar-06,1730,1740,1700,1716.5,1725.35196,190172,3590,328113633,101516,53.38,40,-13.5
9-Mar-06,1717,1727.8,1695.35,1722.6,1719.668517,323232,2883,555851894,258195,79.88,32.45,5.6
10-Mar-06,1736,1775,1721,1764.35,1756.773531,277866,5606,488147634,135270,48.68,54,28.35
13-Mar-06,1795,1845,1775,1824.75,1816.760488,227734,8454,413738133,83095,36.49,70,29.75
14-Mar-06,1824.75,1839.9,1795.2,1802.45,1809.681776,179100,4258,324114006,62928,35.14,44.7,-22.3
16-Mar-06,1817,1835,1808,1830.05,1827.307665,196834,3702,359676277,83204,42.27,27,13.05
17-Mar-06,1848.4,1879,1840,1859.55,1863.786412,173385,5701,323152607,50746,29.27,39,11.15
20-Mar-06,1875,1915,1865,1908.6,1892.115339,177034,5741,334968747,77122,43.56,50,33.6
21-Mar-06,1914,1934.8,1898,1912.75,1914.950679,155978,5495,298690177,52759,33.82,36.8,-1.25
22-Mar-06,1915,1918,1845,1893.6,1897.170997,147921,4770,280631431,32234,21.79,73,-21.4
23-Mar-06,1905,1919.8,1865.15,1873.15,1888.217582,91423,3133,172626516,26708,29.21,54.65,-31.85
24-Mar-06,1875,1899.7,1870,1893.25,1889.847485,1875249,3084,3543934607,1816489,96.87,29.7,18.25
27-Mar-06,1895,1910,1882.35,1890.85,1899.960054,94578,1965,179694422,49615,52.46,27.65,-4.15
28-Mar-06,1899,1912.25,1881,1887.7,1894.986594,63180,2531,119725253,17864,28.27,31.25,-11.3
29-Mar-06,1880,1905,1867,1899.25,1887.624818,148608,3390,280516149,54147,36.44,38,19.25
30-Mar-06,1905.55,2005,1905.55,1968.15,1941.217616,166904,4843,323996985,84731,50.77,99.45,62.6
31-Mar-06,1970,1985,1901,1914.15,1925.102436,81348,3302,156603233,25124,30.88,84,-55.85
3-Apr-06,1929,1953,1922,1947.45,1939.644575,57489,2433,111508227,20556,35.76,31,18.45
4-Apr-06,1955,1967.8,1935.25,1947.85,1950.766928,69206,2557,135004776,23995,34.67,32.55,-7.15
5-Apr-06,1952,1963,1919,1929.95,1933.728233,91527,2656,176988344,41800,45.67,44,-22.05
7-Apr-06,1948,2000,1880,1888.8,1919.596615,372793,5963,715612181,233717,62.69,120,-59.2
10-Apr-06,1885,1918,1880,1895.8,1898.221427,208281,5058,395363457,98897,47.48,38,10.8
12-Apr-06,1900,1900,1760,1783.1,1826.918221,537684,13979,982304697,276972,51.51,140,-116.9
13-Apr-06,1820,1834.9,1700,1796.85,1802.109174,325124,8512,585908943,142478,43.82,134.9,-23.15
17-Apr-06,1829,1910,1820,1903.6,1876.015973,466098,10845,874407293,160330,34.4,90,74.6
18-Apr-06,2000,2099,2000,2012.7,2033.538277,706482,28814,1436658189,299363,42.37,99,12.7
19-Apr-06,2038,2050,1999.95,2017.15,2020.003944,359762,12911,726720659,136002,37.8,50.05,-20.85
20-Apr-06,2030,2033.9,1978.5,1988.5,1988.785049,196240,9375,390279178,96419,49.13,55.4,-41.5
21-Apr-06,2009,2019.9,1970,1994.05,1994.919346,146056,8051,291369940,44378,30.38,49.9,-14.95
24-Apr-06,2001.1,2006,1966.15,1975.5,1976.861296,144480,5338,285616920,84613,58.56,39.85,-25.6
25-Apr-06,1980,1980,1898,1927.6,1935.312546,244572,10254,473323260,116333,47.57,82,-52.4
26-Apr-06,1931,1960,1914.05,1942.35,1941.554775,133182,6988,258580148,42619,32,45.95,11.35
27-Apr-06,1958,2002.9,1941,1951.9,1975.156313,248694,7087,491209524,127879,51.42,61.9,-6.1
28-Apr-06,1902.1,2000,1811,1982.1,1925.947288,227765,9376,438663384,89791,39.42,189,80
29-Apr-06,2000,2008.8,1979.1,1986.5,1989.177675,26419,1467,52552085,9337,35.34,29.7,-13.5
2-May-06,2000,2022,1981,2010.65,2012.766429,108665,4223,218717264,48170,44.33,41,10.65
3-May-06,2021.45,2034,2011,2028.25,2025.082808,45056,3092,91242131,17392,38.6,23,6.8
4-May-06,2030,2057,2001,2034.1,2041.132869,65508,3891,133710532,19631,29.97,56,4.1
5-May-06,2041.9,2048.95,1994,2003.9,2011.952515,86995,3859,175029809,42653,49.03,54.95,-38
8-May-06,2000,2028.45,2000,2019.45,2020.281731,38622,2207,78027321,13875,35.93,28.45,19.45
9-May-06,2015,2037,2005.5,2015.05,2022.24292,54203,2406,109611633,26787,49.42,31.5,0.05
10-May-06,2018.25,2040,2008,2023.95,2023.771239,57711,2440,116793862,23976,41.54,32,5.7
11-May-06,2024.3,2030,2006.05,2020.5,2018.999471,69879,1854,141085664,44307,63.41,23.95,-3.8
12-May-06,2000,2023.8,1980,1996.85,1999.609034,102963,3968,205885745,51953,50.46,43.8,-3.15
15-May-06,2002.1,2002.1,1931.65,1965.9,1981.860807,141616,4653,280663200,93577,66.08,70.45,-36.2
16-May-06,1975,1993,1919.8,1978.95,1954.64375,107624,4763,210366579,58835,54.67,73.2,3.95
17-May-06,2000,2019.4,1991,2015.7,2008.950878,55006,2522,110504352,27913,50.75,28.4,15.7
18-May-06,2000,2009.9,1905,1922.3,1951.915235,184521,6935,360169351,113677,61.61,104.9,-77.7
19-May-06,1961,1961,1855,1894.7,1908.142108,161413,6419,307998942,83383,51.66,106,-66.3
22-May-06,1920,1920,1765,1784.6,1823.039407,156722,9080,285710382,92447,58.99,155,-135.4
23-May-06,1790,1840,1710,1824.4,1765.026087,202288,11862,357043597,108370,53.57,130,34.4
24-May-06,1830,1865,1775,1792.7,1806.191565,139248,7436,251508563,65370,46.95,90,-37.3
25-May-06,1820,1900,1746.05,1874.75,1820.583963,119511,7358,217579810,44323,37.09,153.95,54.75
26-May-06,1895.1,1900,1845,1859.75,1875.596432,89068,5159,167055623,32049,35.98,55,-35.35
29-May-06,1870,1874.1,1840.2,1845.9,1852.967067,109616,4288,203114838,34706,31.66,33.9,-24.1
30-May-06,1854.6,1894,1835,1861.65,1874.030913,165757,5801,310633742,64600,38.97,59,7.05
31-May-06,1840,1849,1735,1782.6,1772.63729,226815,13265,402060727,101740,44.86,114,-57.4
1-Jun-06,1795,1839,1700,1711.9,1739.656849,246148,13362,428213054,114015,46.32,139,-83.1
2-Jun-06,1690,1795,1685.25,1788.1,1749.69603,180077,9139,315080012,67122,37.27,109.75,98.1
5-Jun-06,1795,1805,1755.05,1766.8,1777.010408,110976,5078,197205507,46803,42.17,49.95,-28.2
6-Jun-06,1740,1780,1698,1739.65,1735.710045,150565,6325,261337183,62909,41.78,82,-0.35
7-Jun-06,1701,1779,1700,1710.95,1724.976747,174389,8750,300816970,77235,44.29,79,9.95
8-Jun-06,1701,1715,1615,1645.1,1657.490551,172716,10471,286275138,70269,40.68,100,-55.9
9-Jun-06,1600,1690,1600,1674.15,1670.392498,120082,6918,200584072,43812,36.49,90,74.15
12-Jun-06,1670,1696,1622.5,1638.15,1643.6108,142541,6830,234281927,59472,41.72,73.5,-31.85
13-Jun-06,1580,1625,1560.4,1570.4,1583.894715,121774,8302,192877195,46520,38.2,64.6,-9.6
14-Jun-06,1546,1630,1455,1487.5,1505.432581,623430,22177,938531834,262468,42.1,175,-58.5
15-Jun-06,1491,1568.8,1491,1554.35,1533.72098,255254,11188,391488415,98167,38.46,77.8,63.35
16-Jun-06,1575.25,1715.9,1575.25,1687.45,1667.069916,318484,15270,530935095,125062,39.27,140.65,112.2
19-Jun-06,1685,1685,1639,1668.5,1664.178537,145023,9174,241344164,25069,17.29,46,-16.5
20-Jun-06,1640,1668,1600,1606.65,1621.01028,190265,10082,308421521,75257,39.55,68,-33.35
21-Jun-06,1610,1648,1597.15,1641.95,1628.996601,273315,11611,445229206,99879,36.54,50.85,31.95
22-Jun-06,1650,1689.85,1650,1675.7,1681.748845,142422,5600,239518034,56752,39.85,39.85,25.7
23-Jun-06,1675,1701,1635,1695.1,1675.397549,191901,6679,321510465,93473,48.71,66,20.1
25-Jun-06,1692,1716,1685.1,1701.2,1703.502934,16700,1406,28448499,4993,29.9,30.9,9.2
26-Jun-06,1705,1714.95,1616,1630.95,1669.955156,136562,7697,228052416,42421,31.06,98.95,-74.05
27-Jun-06,1638.1,1653,1600,1642.7,1628.138324,190856,8823,310739968,57496,30.13,53,4.6
28-Jun-06,1601.65,1707,1601.65,1693.95,1672.067081,159419,9528,266559262,25634,16.08,105.35,92.3
29-Jun-06,1709.9,1748,1670,1680,1702.962859,174202,6717,296659536,68212,39.16,78,-29.9
30-Jun-06,1720,1745,1707,1735.65,1727.167914,322511,8466,557030651,178641,55.39,38,15.65
3-Jul-06,1749,1806.85,1735,1799.85,1780.950793,182800,9387,325557805,44287,24.23,71.85,50.85
4-Jul-06,1807,1832.8,1805,1814.4,1818.14861,107429,6749,195321887,25177,23.44,27.8,7.4
5-Jul-06,1800,1860,1780,1847.8,1836.90868,135031,8831,248039616,23756,17.59,80,47.8
6-Jul-06,1847.8,1847.8,1791.5,1803.25,1811.034961,119077,7631,215652610,39013,32.76,56.3,-44.55
7-Jul-06,1810.1,1834.9,1740.05,1748.1,1788.249417,122169,8607,218468643,41632,34.08,94.85,-62
10-Jul-06,1740,1819,1740,1800.9,1792.281805,139355,9500,249763431,22126,15.88,79,60.9
11-Jul-06,1781.1,1819.9,1761.1,1769.05,1776.750689,139986,7753,248720222,37308,26.65,58.8,-12.05
12-Jul-06,1801.1,1909,1799,1892.95,1852.208696,438599,20211,812376882,171250,39.04,110,91.85
13-Jul-06,1861.35,1890,1851.2,1868.15,1870.909504,242673,10668,454019222,79085,32.59,38.8,6.8
14-Jul-06,1860,1894,1822,1875.5,1858.920578,264107,14127,490953937,52713,19.96,72,15.5
17-Jul-06,1872.25,1914.9,1851,1859.75,1885.700002,343286,19689,647334411,80115,23.34,63.9,-12.5
18-Jul-06,1870,1909.7,1825.25,1841.75,1852.498349,505931,24711,937236342,71067,14.05,84.45,-28.25
19-Jul-06,1875,1899.65,1748,1758.1,1804.661849,747559,32698,1349091207,120544,16.13,151.65,-116.9
20-Jul-06,1798,1818.7,1770,1807.7,1797.979509,263481,14099,473733439,52424,19.9,48.7,9.7
21-Jul-06,1799,1799,1751,1767.25,1767.499399,238122,10169,420880492,86120,36.17,48,-31.75
24-Jul-06,1800,1833.85,1733.05,1819.95,1790.132949,262807,14684,470459470,52773,20.08,100.8,19.95
25-Jul-06,1825,1855,1825,1845.65,1844.18675,179304,10140,330670061,60242,33.6,30,20.65
26-Jul-06,1885,1892.75,1832,1887.55,1873.851248,230915,11972,432700361,80474,34.85,60.75,2.55
27-Jul-06,1895,1920,1875.65,1893.15,1900.333964,261223,16170,496410939,85023,32.55,44.35,-1.85
28-Jul-06,948.1,950,924,928,931.3567052,185579,8743,172840246,68492,36.91,26,-20.1
31-Jul-06,900,950,900,936,941.5671414,108130,5567,101811655,28168,26.05,50,36
1-Aug-06,901.2,939.8,901.2,931.4,928.990536,106931,5156,99337887,28982,27.1,38.6,30.2
2-Aug-06,902.5,943.95,902.5,940.9,929.9582157,128182,5075,119203904,48290,37.67,41.45,38.4
3-Aug-06,930,951.95,930,943.45,946.5610115,175893,6504,166493456,66079,37.57,21.95,13.45
4-Aug-06,918.15,963,918.15,950,954.780356,171869,7974,164097145,31602,18.39,44.85,31.85
